"","Species","Pop_ID","Pop_Name","CU_ID","lat","lon","FAZ","MAZ","JAZ","FWA_WATERSHED_CODE","Pop_UID"
"CK-12.46931","Ck","46931","HOLMES RIVER","CK-12",53.25320972,-120.0700578,"UFR","GStr","UFR+GStr","100-845489-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-12.46931"
"CK-12.46951","Ck","46951","HORSEY CREEK","CK-12",53.09703271,-119.7275235,"UFR","GStr","UFR+GStr","100-879803-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-12.46951"
"CK-12.1269","Ck","1269","HUMBUG CREEK","CK-12",53.75793817,-120.9048655,"UFR","GStr","UFR+GStr","100-745929-024043-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-12.1269"
"CK-12.3075","Ck","3075","ICE CREEK","CK-12",54.31480511,-121.1537198,"UFR","GStr","UFR+GStr","100-639480-270767-308653-085322-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-12.3075"
"CK-12.47447","Ck","47447","INDIANPOINT CREEK","CK-12",53.44521844,-121.5672016,"UFR","GStr","UFR+GStr","100-654493-625451-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-12.47447"
"CK-12.47467","Ck","47467","KENNETH CREEK","CK-12",53.92113551,-121.6624198,"UFR","GStr","UFR+GStr","100-681581-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-12.47467"
"CK-12.47347","Ck","47347","MCGREGOR RIVER","CK-12",54.18098749,-122.0324831,"UFR","GStr","UFR+GStr","100-639480-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-12.47347"
"CK-12.47548","Ck","47548","MCKALE RIVER","CK-12",53.39786756,-120.3429826,"UFR","GStr","UFR+GStr","100-820527-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-12.47548"
"CK-12.47528","Ck","47528","MORKILL RIVER","CK-12",53.61259975,-120.7042376,"UFR","GStr","UFR+GStr","100-772352-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-12.47528"
"CK-12.46941","Ck","46941","NEVIN CREEK/UFR","CK-12",53.19482154,-119.9783867,"UFR","GStr","UFR+GStr","100-855764-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-12.46941"
"CK-12.47367","Ck","47367","OTTER CREEK/UFR","CK-12",54.27833971,-121.519528,"UFR","GStr","UFR+GStr","100-639480-255287-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-12.47367"
"CK-12.47517","Ck","47517","PTARMIGAN CREEK","CK-12",53.7035425,-120.8909911,"UFR","GStr","UFR+GStr","100-748616-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-12.47517"
"CK-12.69070","Ck","69070","RED MOUNTAIN CREEK/UFR","CK-12",53.8350046,-121.2875836,"UFR","GStr","UFR+GStr","100-708923-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-12.69070"
"CK-12.2076","Ck","2076","ROBSON RIVER","CK-12",53.02748073,-119.2572821,"UFR","GStr","UFR+GStr","100-918593-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-12.2076"
"CK-12.47317","Ck","47317","SALMON RIVER/MFR","CK-12",54.0676828,-122.5586687,"MFR","GStr","MFR+GStr","100-591289-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-12.47317"
"CK-12.47357","Ck","47357","SEEBACH CREEK","CK-12",54.23911106,-121.8580454,"UFR","GStr","UFR+GStr","100-639480-088242-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-12.47357"
"CK-12.47477","Ck","47477","SLIM CREEK","CK-12",53.79685895,-121.1939303,"UFR","GStr","UFR+GStr","100-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-12.47477"
"CK-12.45325","Ck","45325","SMALL CREEK","CK-12",53.04725962,-119.5997768,"UFR","GStr","UFR+GStr","100-891664-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-12.45325"
"CK-12.2318","Ck","2318","SNOWSHOE CREEK","CK-12",53.62213218,-120.7612151,"UFR","GStr","UFR+GStr","100-768118-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-12.2318"
"CK-12.47519","Ck","47519","SNOWSHOE CREEK","CK-12",53.62213218,-120.7612151,"UFR","GStr","UFR+GStr","100-768118-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-12.47519"
"CK-12.47417","Ck","47417","SPAKWANIKO CREEK","CK-12",54.3246243,-121.190466,"UFR","GStr","UFR+GStr","100-639480-270767-308653-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-12.47417"
"CK-12.2468","Ck","2468","SUS CREEK","CK-12",53.13808034,-121.1661867,"UFR","GStr","UFR+GStr","100-654493-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-12.2468"
"CK-12.46961","Ck","46961","SWIFT CREEK","CK-12",52.84865884,-119.2987913,"UFR","GStr","UFR+GStr","100-904773-602091-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-12.46961"
"CK-12.46962","Ck","46962","SWIFT CREEK","CK-12",52.84865884,-119.2987913,"UFR","GStr","UFR+GStr","100-904773-602091-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-12.46962"
"CK-12.47497","Ck","47497","TORPY RIVER","CK-12",53.73615578,-120.9001382,"UFR","GStr","UFR+GStr","100-745929-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-12.47497"
"CK-12.44497","Ck","44497","TWIN CREEKS (COMBINED)","CK-12",53.45204452,-120.4202321,"UFR","GStr","UFR+GStr","100-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-12.44497"
"CK-12.47507","Ck","47507","WALKER CREEK/UFR","CK-12",53.79386607,-120.9002287,"UFR","GStr","UFR+GStr","100-745929-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-12.47507"
"CK-12.47337","Ck","47337","WANSA CREEK","CK-12",53.94910689,-122.2832858,"UFR","GStr","UFR+GStr","100-594120-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-12.47337"
"CK-12.2762","Ck","2762","WEST TWIN CREEK","CK-12",53.44543346,-120.4273509,"UFR","GStr","UFR+GStr","100-806680-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-12.2762"
"CK-12.47327","Ck","47327","WILLOW RIVER","CK-12",54.08634415,-122.5069155,"UFR","GStr","UFR+GStr","100-594120-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-12.47327"
"CK-13.275","Ck","275","ADAMS RIVER","CK-13",50.89386286,-119.5505675,"STh","GStr","STh+GStr","100-190442-999098-995997-058910-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-13.275"
"CK-13.46246","Ck","46246","ADAMS RIVER","CK-13",50.89386286,-119.5505675,"STh","GStr","STh+GStr","100-190442-999098-995997-058910-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-13.46246"
"CK-13.60005","Ck","60005","ADAMS RIVER SPAWNING CHANNEL","CK-13",51.02684994,-119.6500286,"STh","GStr","STh+GStr","100-190442-999098-995997-058910-091573-667993-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-13.60005"
"CK-13.7478","Ck","7478","CANOE CREEK/STh","CK-13",50.754669,-119.2217339,"STh","GStr","STh+GStr","100-190442-999098-995997-893719-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-13.7478"
"CK-13.7479","Ck","7479","HIUIHILL CREEK","CK-13",50.92252401,-119.6338982,"STh","GStr","STh+GStr","100-190442-999098-995997-058910-043375-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-13.7479"
"CK-13.46236","Ck","46236","LITTLE RIVER/STh","CK-13",50.86549159,-119.6048588,"STh","GStr","STh+GStr","100-190442-999098-995997-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-13.46236"
"CK-13.7480","Ck","7480","NIKWIKWAIA CREEK","CK-13",50.938893,-119.6551932,"STh","GStr","STh+GStr","100-190442-999098-995997-058910-057838-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-13.7480"
"CK-13.46226","Ck","46226","SOUTH THOMPSON RIVER","CK-13",50.6808542,-120.33779,"STh","GStr","STh+GStr","100-190442-999098-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-13.46226"
"CK-13.7477","Ck","7477","TAPPEN CREEK","CK-13",50.77337655,-119.3364157,"STh","GStr","STh+GStr","100-190442-999098-995997-943954-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-13.7477"
"CK-13.46165","Ck","46165","THOMPSON RIVER","CK-13",50.23695586,-121.5821611,"LTh","GStr","LTh+GStr","100-190442-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-13.46165"
"CK-14.46366","Ck","46366","EAGLE RIVER","CK-14",50.84336958,-119.0109085,"STh","GStr","STh+GStr","100-190442-999098-995997-725308-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-14.46366"
"CK-14.46407","Ck","46407","SALMON RIVER/STh","CK-14",50.69681861,-119.3112952,"STh","GStr","STh+GStr","100-190442-999098-995997-999017-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-14.46407"
"CK-14.46296","Ck","46296","SCOTCH CREEK","CK-14",50.90709332,-119.4921574,"STh","GStr","STh+GStr","100-190442-999098-995997-088471-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-14.46296"
"CK-14.46336","Ck","46336","SEYMOUR RIVER/STh","CK-14",51.23862931,-118.9593268,"STh","GStr","STh+GStr","100-190442-999098-995997-492860-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-14.46336"
"CK-15.46437","Ck","46437","SHUSWAP RIVER-LOWER","CK-15",50.72141906,-119.0468253,"STh","GStr","STh+GStr","100-190442-999098-995997-730848-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-15.46437"
"CK-15.46447","Ck","46447","SHUSWAP RIVER-MIDDLE","CK-15",50.43116687,-118.7500343,"STh","GStr","STh+GStr","100-190442-999098-995997-730848-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-15.46447"
"CK-15.46527","Ck","46527","WAP CREEK","CK-15",50.7266859,-118.6143622,"STh","GStr","STh+GStr","100-190442-999098-995997-730848-384566-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-15.46527"
"CK-16.46548","Ck","46548","BESSETTE CREEK","CK-16",50.3065408,-118.8231096,"STh","GStr","STh+GStr","100-190442-999098-995997-730848-543292-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-16.46548"
"CK-16.812","Ck","812","CREIGHTON CREEK","CK-16",50.24607803,-118.9553181,"STh","GStr","STh+GStr","100-190442-999098-995997-730848-543292-564986-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-16.812"
"CK-16.46568","Ck","46568","DUTEAU CREEK","CK-16",50.2516302,-118.9594602,"STh","GStr","STh+GStr","100-190442-999098-995997-730848-543292-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-16.46568"
"CK-16.46578","Ck","46578","NICKLEN CREEK","CK-16",50.20211118,-119.0042515,"STh","GStr","STh+GStr","100-190442-999098-995997-730848-543292-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-16.46578"
"CK-17.46206","Ck","46206","BONAPARTE RIVER","CK-17",50.73957155,-121.2600159,"LTh","GStr","LTh+GStr","100-190442-506118-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-17.46206"
"CK-17.46196","Ck","46196","COLDWATER RIVER","CK-17",50.11464531,-120.8036115,"LTh","GStr","LTh+GStr","100-190442-244975-337574-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-17.46196"
"CK-17.46197","Ck","46197","COLDWATER RIVER","CK-17",50.11464531,-120.8036115,"LTh","GStr","LTh+GStr","100-190442-244975-337574-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-17.46197"
"CK-17.60011","Ck","60011","COLDWATER RIVER-UPPER","CK-17",49.73207904,-121.009904,"LTh","GStr","LTh+GStr","100-190442-244975-337574-668134-046299-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-17.60011"
"CK-17.69071","Ck","69071","CRISS CREEK","CK-17",50.88020499,-120.9699237,"LTh","GStr","LTh+GStr","100-190442-712025-188229-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-17.69071"
"CK-17.46216","Ck","46216","DEADMAN RIVER","CK-17",50.74441531,-120.9194659,"LTh","GStr","LTh+GStr","100-190442-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-17.46216"
"CK-17.69072","Ck","69072","HAT CREEK","CK-17",50.88413976,-121.4027135,"LTh","GStr","LTh+GStr","100-190442-506118-140075-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-17.69072"
"CK-17.46598","Ck","46598","LOUIS CREEK","CK-17",51.13469095,-120.1275343,"NTh","GStr","NTh+GStr","100-190442-998192-171874-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-17.46598"
"CK-17.69073","Ck","69073","MAKA CREEK","CK-17",50.17661108,-121.2546516,"LTh","GStr","LTh+GStr","100-190442-244975-119256-796149-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-17.69073"
"CK-17.46176","Ck","46176","NICOLA RIVER","CK-17",50.4271377,-121.316685,"LTh","GStr","LTh+GStr","100-190442-244975-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-17.46176"
"CK-17.44742","Ck","44742","NICOLA RIVER-UPPER","CK-17",50.13736652,-120.7078131,"LTh","GStr","LTh+GStr","100-190442-244975-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-17.44742"
"CK-17.46186","Ck","46186","SPIUS CREEK","CK-17",50.14716324,-121.0208052,"LTh","GStr","LTh+GStr","100-190442-244975-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-17.46186"
"CK-17.46187","Ck","46187","SPIUS CREEK","CK-17",50.14716324,-121.0208052,"LTh","GStr","LTh+GStr","100-190442-244975-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-17.46187"
"CK-17.69044","Ck","69044","SPIUS CREEK-UPPER","CK-17",49.95103428,-121.0941835,"LTh","GStr","LTh+GStr","100-190442-244975-232973-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-17.69044"
"CK-18.290","Ck","290","ALBREDA RIVER","CK-18",52.47949897,-119.1307005,"NTh","GStr","NTh+GStr","100-190442-998192-823461-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-18.290"
"CK-18.46801","Ck","46801","BLUE RIVER","CK-18",52.10461061,-119.2796415,"NTh","GStr","NTh+GStr","100-190442-998192-678593-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-18.46801"
"CK-18.46658","Ck","46658","DUNN CREEK","CK-18",51.45876631,-120.1458021,"NTh","GStr","NTh+GStr","100-190442-998192-288800-076644-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-18.46658"
"CK-18.46790","Ck","46790","FINN CREEK","CK-18",51.89646724,-119.3237098,"NTh","GStr","NTh+GStr","100-190442-998192-602714-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-18.46790"
"CK-18.46780","Ck","46780","LYON CREEK","CK-18",51.88032075,-119.3097596,"NTh","GStr","NTh+GStr","100-190442-998192-595721-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CK-18.46780"
